"Supplementary Table 2: Description of the 1,893 libraries that comprise the mammalian evo-devo resource "														
														
library ID	Used library?	Species (strain)	Organ	Developmental stage	Sex	Sequencing runs (machine run lane)	Stage (detail)	Total number reads	Total number aligned reads	% aligned reads	Extraction protocol	RQN	RIN	HDBR ID
4792	yes	Rabbit (New Zealand)	Liver	e19.5	Male	WINDU 32 lane 2	19.5 days	43710751	34865241	80%	QIAgen RNeasy DTT	9.9	NA	NA
4864	yes	Rabbit (New Zealand)	Testis	e19.5	Male	WINDU 32 lane 6	19.5 days	33463226	27929658	83%	QIAgen RNeasy DTT	9.5	NA	NA
4867	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e19.5	Male	WINDU 34 lane 3	19.5 days	39015391	32594139	84%	QIAgen RNeasy DTT	9.9	NA	NA
4868	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e19.5	Male	WINDU 34 lane 3	19.5 days	34391653	28928176	84%	QIAgen RNeasy DTT	9.7	NA	NA
4869	yes	Rabbit (New Zealand)	Heart	e19.5	Male	OBIWAN 134 lane 8 / WINDU 30 lane 4	19.5 days	34879303	30101680	86%	QIAgen RNeasy DTT	9.6	NA	NA
4870	yes	Rabbit (New Zealand)	Kidney	e19.5	Male	OBIWAN 134 lane 8 / WINDU 30 lane 4	19.5 days	38450748	32803393	85%	QIAgen RNeasy DTT	10	NA	NA
4871	yes	Rabbit (New Zealand)	Liver	e19.5	Male	OBIWAN 134 lane 8 / WINDU 30 lane 4	19.5 days	39298117	32474802	83%	QIAgen RNeasy DTT	9.9	NA	NA
4872	yes	Rabbit (New Zealand)	Testis	e19.5	Male	OBIWAN 134 lane 8 / WINDU 30 lane 4	19.5 days	37866913	32888947	87%	QIAgen RNeasy DTT	9.5	NA	NA
4875	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e19.5	Female	WINDU 34 lane 4	19.5 days	27917201	23409638	84%	QIAgen RNeasy DTT	9.4	NA	NA
4876	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e19.5	Female	WINDU 34 lane 4	19.5 days	28955896	24345380	84%	QIAgen RNeasy DTT	9.1	NA	NA
4877	yes	Rabbit (New Zealand)	Heart	e19.5	Female	OBIWAN 134 lane 8 / WINDU 30 lane 4	19.5 days	37445801	32749966	87%	QIAgen RNeasy DTT	9.5	NA	NA
4878	yes	Rabbit (New Zealand)	Kidney	e19.5	Female	OBIWAN 134 lane 8 / WINDU 30 lane 4	19.5 days	38189561	33185829	87%	QIAgen RNeasy DTT	9.5	NA	NA
4879	yes	Rabbit (New Zealand)	Liver	e19.5	Female	WINDU 34 lane 7	19.5 days	51500723	42366433	82%	QIAgen RNeasy DTT	8.8	NA	NA
4880	yes	Rabbit (New Zealand)	Ovary	e19.5	Female	WINDU 34 lane 7	19.5 days	51161099	42957425	84%	QIAgen RNeasy DTT	9.3	NA	NA
3255	yes	Rabbit (New Zealand)	Heart	e21	Male	OBIWAN 131 lane 6	21 days	19936003	16892844	85%	QIAgen RNeasy DTT	8.5	NA	NA
3256	yes	Rabbit (New Zealand)	Kidney	e21	Male	OBIWAN 131 lane 6	21 days	75684912	62553736	83%	QIAgen RNeasy DTT	8.6	NA	NA
3257	yes	Rabbit (New Zealand)	Liver	e21	Male	WINDU 26 lane 6	21 days	23453300	19407107	83%	QIAgen RNeasy DTT	9.8	NA	NA
3258	yes	Rabbit (New Zealand)	Testis	e21	Male	WINDU 26 lane 6	21 days	23553619	20365403	86%	QIAgen RNeasy DTT	9.6	NA	NA
3264	yes	Rabbit (New Zealand)	Liver	e21	Male	WINDU 35 lane 5	21 days	27662600	22547304	82%	QIAgen RNeasy DTT	10	NA	NA
3288	yes	Rabbit (New Zealand)	Liver	e21	Female	WINDU 4 lane 3	21 days	45599269	39634118	87%	QIAgen RNeasy DTT	8.3	NA	NA
3311	yes	Rabbit (New Zealand)	Heart	e21	Male	OBIWAN 131 lane 1	21 days	32210394	27412130	85%	QIAgen RNeasy DTT	8.8	NA	NA
3312	yes	Rabbit (New Zealand)	Kidney	e21	Male	OBIWAN 131 lane 1	21 days	45433156	37837024	83%	QIAgen RNeasy DTT	9.8	NA	NA
3313	yes	Rabbit (New Zealand)	Testis	e21	Male	WINDU 4 lane 4	21 days	40755659	33788721	83%	QIAgen RNeasy DTT	9.2	NA	NA
3317	yes	Rabbit (New Zealand)	Heart	e21	Female	WINDU 26 lane 7	21 days	20692924	18000140	87%	QIAgen RNeasy DTT	9.4	NA	NA
3318	yes	Rabbit (New Zealand)	Kidney	e21	Female	OBIWAN 131 lane 1	21 days	39398409	33667176	85%	QIAgen RNeasy DTT	9.5	NA	NA
3319	yes	Rabbit (New Zealand)	Ovary	e21	Female	VADER 184 lane 8/VADER 158 lane 6	21 days	35522721	31227801	88%	QIAgen RNeasy DTT	8.4	NA	NA
3323	yes	Rabbit (New Zealand)	Liver	e21	Female	WINDU 26 lane 7	21 days	41556177	34655173	83%	QIAgen RNeasy DTT	7.4	NA	NA
3397	yes	Rabbit (New Zealand)	Heart	e21	Female	OBIWAN 131 lane 2	21 days	25148934	21866716	87%	QIAgen RNeasy DTT	9.8	NA	NA
3398	yes	Rabbit (New Zealand)	Kidney	e21	Female	OBIWAN 131 lane 7	21 days	9484038	7933493	84%	QIAgen RNeasy DTT	9.9	NA	NA
3399	yes	Rabbit (New Zealand)	Ovary	e21	Female	WINDU 26 lane 8	21 days	31312836	26308044	84%	QIAgen RNeasy DTT	9.3	NA	NA
3491	no	Rabbit (New Zealand)	Whole Brain	e21	Female	OBIWAN 110 lane 8	21 days	49912398	42588998	85%	QIAgen RNeasy DTT	9.8	NA	NA
3492	no	Rabbit (New Zealand)	Whole Brain	e21	Female	OBIWAN 111 lane 8	21 days	30187535	27706079	92%	QIAgen RNeasy DTT	9.8	NA	NA
3493	no	Rabbit (New Zealand)	Whole Brain	e21	Male	OBIWAN 111 lane 8	21 days	31384722	27385421	87%	QIAgen RNeasy DTT	10	NA	NA
3509	no	Rabbit (New Zealand)	Whole Brain	e21	Male	VADER 191 lane 6	21 days	42094689	38264020	91%	QIAgen RNeasy DTT	9.6	NA	NA
4881	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e21	Female	WINDU 32 lane 6	21 days	24711196	20407902	83%	QIAgen RNeasy DTT	9.4	NA	NA
4882	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e21	Female	WINDU 32 lane 8	21 days	32703221	27778858	85%	QIAgen RNeasy DTT	9.4	NA	NA
4883	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e21	Female	WINDU 34 lane 7	21 days	25577242	21378031	84%	QIAgen RNeasy DTT	9.5	NA	NA
4884	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e21	Female	WINDU 34 lane 7	21 days	35521485	30162509	85%	QIAgen RNeasy DTT	9.5	NA	NA
4885	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e21	Male	WINDU 34 lane 5	21 days	77855891	64419890	83%	QIAgen RNeasy DTT	9.3	NA	NA
4887	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e21	Male	WINDU 34 lane 7	21 days	36876392	31319145	85%	QIAgen RNeasy DTT	9.2	NA	NA
4888	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e21	Male	WINDU 34 lane 7	21 days	51065924	43581578	85%	QIAgen RNeasy DTT	9.1	NA	NA
3235	yes	Rabbit (New Zealand)	Heart	e23	Male	OBIWAN 131 lane 1	23 days	29782011	25290456	85%	QIAgen RNeasy DTT	8.8	NA	NA
3236	yes	Rabbit (New Zealand)	Kidney	e23	Male	OBIWAN 131 lane 1	23 days	31187042	25873318	83%	QIAgen RNeasy DTT	8	NA	NA
3237	yes	Rabbit (New Zealand)	Liver	e23	Male	WINDU 35 lane 5	23 days	24073236	19615699	81%	QIAgen RNeasy DTT	8	NA	NA
3238	yes	Rabbit (New Zealand)	Testis	e23	Male	WINDU 4 lane 4	23 days	31892852	28202768	88%	QIAgen RNeasy DTT	7.8	NA	NA
3259	yes	Rabbit (New Zealand)	Kidney	e23	Female	OBIWAN 131 lane 6	23 days	22865804	18983542	83%	QIAgen RNeasy DTT	8.4	NA	NA
3261	yes	Rabbit (New Zealand)	Ovary	e23	Female	WINDU 26 lane 6	23 days	21636164	17570180	81%	QIAgen RNeasy DTT	8.4	NA	NA
3266	yes	Rabbit (New Zealand)	Heart	e23	Female	WINDU 26 lane 6	23 days	26110489	22757062	87%	QIAgen RNeasy DTT	9	NA	NA
3267	yes	Rabbit (New Zealand)	Kidney	e23	Female	OBIWAN 131 lane 1	23 days	36750930	31091453	85%	QIAgen RNeasy DTT	8.4	NA	NA
3268	yes	Rabbit (New Zealand)	Liver	e23	Female	WINDU 4 lane 3	23 days	33265625	27365881	82%	QIAgen RNeasy DTT	8.8	NA	NA
3269	yes	Rabbit (New Zealand)	Ovary	e23	Female	VADER 184 lane 8/VADER 158 lane 6	23 days	40708661	36431112	89%	QIAgen RNeasy DTT	8.2	NA	NA
3273	yes	Rabbit (New Zealand)	Heart	e23	Male	OBIWAN 131 lane 6	23 days	23149570	19435144	84%	QIAgen RNeasy DTT	8.9	NA	NA
3274	yes	Rabbit (New Zealand)	Kidney	e23	Male	OBIWAN 131 lane 6	23 days	66156229	55245888	84%	QIAgen RNeasy DTT	6.1	NA	NA
3275	yes	Rabbit (New Zealand)	Liver	e23	Male	WINDU 26 lane 6	23 days	38164203	24471313	64%	QIAgen RNeasy DTT	9.3	NA	NA
3276	yes	Rabbit (New Zealand)	Testis	e23	Male	WINDU 26 lane 6	23 days	24947301	20714848	83%	QIAgen RNeasy DTT	8.9	NA	NA
3310	yes	Rabbit (New Zealand)	Heart	e23	Female	OBIWAN 131 lane 1	23 days	30564693	26743757	87%	QIAgen RNeasy DTT	8	NA	NA
3490	no	Rabbit (New Zealand)	Whole Brain	e23	Female	OBIWAN 110 lane 8	23 days	45604776	38818171	85%	QIAgen RNeasy DTT	9.8	NA	NA
3507	no	Rabbit (New Zealand)	Whole Brain	e23	Male	OBIWAN 110 lane 8	23 days	46846049	38439658	82%	QIAgen RNeasy DTT	9.7	NA	NA
3508	no	Rabbit (New Zealand)	Whole Brain	e23	Male	WINDU 10 lane 1	23 days	29626243	27535808	93%	QIAgen RNeasy DTT	8.9	NA	NA
4889	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e23	Male	WINDU 34 lane 4	23 days	32823223	27285753	83%	QIAgen RNeasy DTT	9.1	NA	NA
4890	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e23	Male	WINDU 34 lane 4	23 days	34906661	29177891	84%	QIAgen RNeasy DTT	9.2	NA	NA
4891	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e23	Male	WINDU 34 lane 7	23 days	34596395	29556276	85%	QIAgen RNeasy DTT	9.2	NA	NA
4892	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e23	Male	WINDU 34 lane 8	23 days	37869418	32623266	86%	QIAgen RNeasy DTT	9.3	NA	NA
4893	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e23	Female	WINDU 34 lane 4	23 days	37813064	31983301	85%	QIAgen RNeasy DTT	9.3	NA	NA
4894	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e23	Female	WINDU 34 lane 4	23 days	41434477	34801206	84%	QIAgen RNeasy DTT	9.2	NA	NA
4895	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e23	Female	WINDU 34 lane 8	23 days	43694690	37227153	85%	QIAgen RNeasy DTT	9.2	NA	NA
4896	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e23	Female	WINDU 34 lane 8	23 days	46617383	39998430	86%	QIAgen RNeasy DTT	7.4	NA	NA
5594	yes	Rabbit (New Zealand)	Liver	e23	Female	WINDU 66 lane 3	23 days	25634404	21444299	84%	QIAgen RNeasy DTT	9.8	NA	NA
3202	yes	Rabbit (New Zealand)	Kidney	e24	Male	WINDU 28 lane 8	24 days	28719098	24200056	84%	QIAgen RNeasy DTT	9.5	NA	NA
3203	yes	Rabbit (New Zealand)	Liver	e24	Male	WINDU 35 lane 5	24 days	26689479	20631000	77%	QIAgen RNeasy DTT	9.4	NA	NA
3204	yes	Rabbit (New Zealand)	Testis	e24	Male	WINDU 4 lane 4	24 days	30663476	27123301	88%	QIAgen RNeasy DTT	9.2	NA	NA
3207	yes	Rabbit (New Zealand)	Heart	e24	Male	OBIWAN 131 lane 5	24 days	29222996	24906392	85%	QIAgen RNeasy DTT	8.7	NA	NA
3208	yes	Rabbit (New Zealand)	Kidney	e24	Male	OBIWAN 131 lane 6	24 days	25096775	20519385	82%	QIAgen RNeasy DTT	8.8	NA	NA
3209	yes	Rabbit (New Zealand)	Liver	e24	Male	WINDU 26 lane 2	24 days	42862614	34824343	81%	QIAgen RNeasy DTT	8.8	NA	NA
3210	yes	Rabbit (New Zealand)	Testis	e24	Male	WINDU 26 lane 2	24 days	26855437	22148896	82%	QIAgen RNeasy DTT	9	NA	NA
3214	yes	Rabbit (New Zealand)	Heart	e24	Male	WINDU 28 lane 8	24 days	32515889	27166422	84%	QIAgen RNeasy DTT	10	NA	NA
3220	yes	Rabbit (New Zealand)	Heart	e24	Female	WINDU 26 lane 2	24 days	31792324	26970305	85%	QIAgen RNeasy DTT	7.7	NA	NA
3221	yes	Rabbit (New Zealand)	Kidney	e24	Female	WINDU 28 lane 8	24 days	33281891	28274261	85%	QIAgen RNeasy DTT	8.8	NA	NA
3222	yes	Rabbit (New Zealand)	Liver	e24	Female	WINDU 4 lane 3	24 days	38110297	32438332	85%	QIAgen RNeasy DTT	9.5	NA	NA
3223	yes	Rabbit (New Zealand)	Ovary	e24	Female	VADER 184 lane 8/VADER 158 lane 6	24 days	33371984	29901127	90%	QIAgen RNeasy DTT	8.9	NA	NA
3227	yes	Rabbit (New Zealand)	Heart	e24	Female	WINDU 28 lane 8	24 days	30810724	26030451	84%	QIAgen RNeasy DTT	9	NA	NA
3229	yes	Rabbit (New Zealand)	Kidney	e24	Female	OBIWAN 131 lane 6	24 days	16132524	13452118	83%	QIAgen RNeasy DTT	8.6	NA	NA
3230	yes	Rabbit (New Zealand)	Liver	e24	Female	WINDU 26 lane 2	24 days	47991612	33429890	70%	QIAgen RNeasy DTT	8.2	NA	NA
3231	yes	Rabbit (New Zealand)	Ovary	e24	Female	WINDU 26 lane 2	24 days	28790547	23379801	81%	QIAgen RNeasy DTT	8.2	NA	NA
3504	no	Rabbit (New Zealand)	Whole Brain	e24	Male	OBIWAN 110 lane 8	24 days	48347017	38735000	80%	QIAgen RNeasy DTT	9.5	NA	NA
3505	no	Rabbit (New Zealand)	Whole Brain	e24	Female	OBIWAN 110 lane 8	24 days	51788246	41709962	81%	QIAgen RNeasy DTT	9.1	NA	NA
3506	no	Rabbit (New Zealand)	Whole Brain	e24	Female	WINDU 10 lane 1	24 days	44039941	39877260	91%	QIAgen RNeasy DTT	9.6	NA	NA
4911	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e24	Female	WINDU 34 lane 8	24 days	17501119	14938985	85%	QIAgen RNeasy DTT	9.7	NA	NA
4912	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e24	Female	WINDU 34 lane 8	24 days	34493709	29753491	86%	QIAgen RNeasy DTT	9.2	NA	NA
4999	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e24	Female	OBIWAN 138 lane 6	24 days	36992494	31698262	86%	QIAgen RNeasy DTT	9.7	NA	NA
5000	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e24	Female	OBIWAN 138 lane 6	24 days	29601967	25665985	87%	QIAgen RNeasy DTT	9.7	NA	NA
3153	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e27	Male	WINDU 7 lane 8	27 days	34915251	31624112	91%	QIAgen RNeasy DTT	8.2	NA	NA
3154	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e27	Male	WINDU 7 lane 8	27 days	44538169	37565883	84%	QIAgen RNeasy DTT	6.2	NA	NA
3155	yes	Rabbit (New Zealand)	Heart	e27	Male	WINDU 28 lane 1	27 days	35269207	30914534	88%	QIAgen RNeasy DTT	7.3	NA	NA
3156	yes	Rabbit (New Zealand)	Kidney	e27	Male	WINDU 28 lane 1	27 days	30538150	24469982	80%	QIAgen RNeasy DTT	6.9	NA	NA
3157	yes	Rabbit (New Zealand)	Testis	e27	Male	WINDU 4 lane 4	27 days	46676840	41362368	89%	QIAgen RNeasy DTT	7.8	NA	NA
3162	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e27	Female	WINDU 7 lane 8	27 days	44064252	40621675	92%	QIAgen RNeasy DTT	9.5	NA	NA
3163	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e27	Female	OBIWAN 109 lane 8	27 days	47825195	40011785	84%	QIAgen RNeasy DTT	9	NA	NA
3164	yes	Rabbit (New Zealand)	Heart	e27	Female	WINDU 25 lane 7	27 days	31328873	27412081	87%	QIAgen RNeasy DTT	8.5	NA	NA
3165	yes	Rabbit (New Zealand)	Kidney	e27	Female	WINDU 28 lane 1	27 days	33484660	28090184	84%	QIAgen RNeasy DTT	8	NA	NA
3166	yes	Rabbit (New Zealand)	Liver	e27	Female	WINDU 35 lane 5	27 days	25387022	19805796	78%	QIAgen RNeasy DTT	9.2	NA	NA
3167	yes	Rabbit (New Zealand)	Ovary	e27	Female	VADER 184 lane 8/VADER 158 lane 6	27 days	40424406	35117762	87%	QIAgen RNeasy DTT	8.7	NA	NA
3184	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e27	Male	WINDU 25 lane 8	27 days	44694856	38121283	85%	QIAgen RNeasy DTT	9.6	NA	NA
3185	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e27	Male	WINDU 25 lane 8	27 days	25518437	21818838	86%	QIAgen RNeasy DTT	9.3	NA	NA
3186	yes	Rabbit (New Zealand)	Heart	e27	Male	OBIWAN 131 lane 5	27 days	22300803	19147199	86%	QIAgen RNeasy DTT	9.4	NA	NA
3187	yes	Rabbit (New Zealand)	Kidney	e27	Male	OBIWAN 131 lane 5	27 days	37021679	30690163	83%	QIAgen RNeasy DTT	9.2	NA	NA
3188	yes	Rabbit (New Zealand)	Liver	e27	Male	WINDU 25 lane 8	27 days	46530314	37933550	82%	QIAgen RNeasy DTT	8.7	NA	NA
3189	yes	Rabbit (New Zealand)	Testis	e27	Male	WINDU 25 lane 8	27 days	21693183	16850399	78%	QIAgen RNeasy DTT	8.9	NA	NA
3192	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e27	Female	WINDU 25 lane 8	27 days	28577581	24594225	86%	QIAgen RNeasy DTT	8.9	NA	NA
3193	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e27	Female	WINDU 26 lane 2	27 days	39321309	33586805	85%	QIAgen RNeasy DTT	9.2	NA	NA
3194	yes	Rabbit (New Zealand)	Heart	e27	Female	WINDU 28 lane 8	27 days	27087209	23174989	86%	QIAgen RNeasy DTT	6.5	NA	NA
3195	yes	Rabbit (New Zealand)	Kidney	e27	Female	OBIWAN 131 lane 5	27 days	28709322	23928244	83%	QIAgen RNeasy DTT	9.3	NA	NA
3196	yes	Rabbit (New Zealand)	Liver	e27	Female	WINDU 26 lane 2	27 days	43001247	35703821	83%	QIAgen RNeasy DTT	9.6	NA	NA
3385	yes	Rabbit (New Zealand)	Liver	e27	Male	WINDU 35 lane 6	27 days	27239178	22014708	81%	QIAgen RNeasy DTT	7.9	NA	NA
3143	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P0	Female	WINDU 7 lane 7	0 days post birth	43343784	34578688	80%	QIAgen RNeasy DTT	9.1	NA	NA
3144	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P0	Female	WINDU 7 lane 8	0 days post birth	52089805	46906535	90%	QIAgen RNeasy DTT	8.9	NA	NA
3145	yes	Rabbit (New Zealand)	Heart	P0	Female	WINDU 25 lane 7	0 days post birth	26381585	22785107	86%	QIAgen RNeasy DTT	NA	NA	NA
3146	yes	Rabbit (New Zealand)	Kidney	P0	Female	WINDU 28 lane 1	0 days post birth	20016717	16664736	83%	QIAgen RNeasy DTT	5.7	NA	NA
3147	yes	Rabbit (New Zealand)	Liver	P0	Female	WINDU 35 lane 4	0 days post birth	28121287	23663075	84%	QIAgen RNeasy DTT	8.4	NA	NA
3148	yes	Rabbit (New Zealand)	Ovary	P0	Female	VADER 184 lane 8/VADER 158 lane 6	0 days post birth	35243661	30566691	87%	QIAgen RNeasy DTT	8.5	NA	NA
3150	yes	Rabbit (New Zealand)	Kidney	P0	Female	OBIWAN 131 lane 4	0 days post birth	14220497	11841350	83%	QIAgen RNeasy DTT	8.3	NA	NA
3151	yes	Rabbit (New Zealand)	Liver	P0	Female	WINDU 25 lane 7	0 days post birth	26528909	22337117	84%	QIAgen RNeasy DTT	7.9	NA	NA
3152	yes	Rabbit (New Zealand)	Ovary	P0	Female	WINDU 25 lane 7	0 days post birth	28854107	24560731	85%	QIAgen RNeasy DTT	7.6	NA	NA
3170	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P0	Male	OBIWAN 109 lane 8	0 days post birth	54798710	46009253	84%	QIAgen RNeasy DTT	8.3	NA	NA
3171	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P0	Male	OBIWAN 109 lane 8	0 days post birth	41509236	35623726	86%	QIAgen RNeasy DTT	7.7	NA	NA
3172	yes	Rabbit (New Zealand)	Heart	P0	Male	WINDU 28 lane 8	0 days post birth	33117415	29178301	88%	QIAgen RNeasy DTT	9.2	NA	NA
3173	yes	Rabbit (New Zealand)	Kidney	P0	Male	WINDU 28 lane 8	0 days post birth	40855618	34859616	85%	QIAgen RNeasy DTT	9	NA	NA
3174	yes	Rabbit (New Zealand)	Liver	P0	Male	WINDU 35 lane 5	0 days post birth	26688177	22570774	85%	QIAgen RNeasy DTT	8.9	NA	NA
3175	yes	Rabbit (New Zealand)	Testis	P0	Male	WINDU 4 lane 4	0 days post birth	40140169	35722046	89%	QIAgen RNeasy DTT	9.2	NA	NA
3176	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P0	Male	WINDU 25 lane 8	0 days post birth	25716458	22158504	86%	QIAgen RNeasy DTT	9.6	NA	NA
3177	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P0	Male	WINDU 25 lane 8	0 days post birth	25636405	21770499	85%	QIAgen RNeasy DTT	8.9	NA	NA
3178	yes	Rabbit (New Zealand)	Heart	P0	Male	OBIWAN 131 lane 5	0 days post birth	28046847	23530090	84%	QIAgen RNeasy DTT	10	NA	NA
3179	yes	Rabbit (New Zealand)	Kidney	P0	Male	OBIWAN 131 lane 5	0 days post birth	28558930	21929762	77%	QIAgen RNeasy DTT	10	NA	NA
3180	yes	Rabbit (New Zealand)	Liver	P0	Male	WINDU 25 lane 8	0 days post birth	27398173	22782602	83%	QIAgen RNeasy DTT	7.6	NA	NA
3181	yes	Rabbit (New Zealand)	Testis	P0	Male	WINDU 107 lane 5	0 days post birth	9433057	7988042	85%	QIAgen RNeasy DTT	9.1	NA	NA
3386	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P0	Female	WINDU 26 lane 7	0 days post birth	36502117	30791417	84%	QIAgen RNeasy DTT	8.2	NA	NA
3387	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P0	Female	WINDU 26 lane 8	0 days post birth	29126592	24797047	85%	QIAgen RNeasy DTT	8	NA	NA
5593	yes	Rabbit (New Zealand)	Heart	P0	Female	OBIWAN 179 lane 7	0 days post birth	24146942	21396428	89%	QIAgen RNeasy DTT	8.9	NA	NA
3104	no	Rabbit (New Zealand)	Forebrain/Cerebrum	P14	Male	WINDU 7 lane 7	2 weeks post birth	38037210	34380399	90%	QIAgen RNeasy DTT	9.1	NA	NA
3105	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P14	Male	WINDU 7 lane 7	2 weeks post birth	42784906	35266411	82%	QIAgen RNeasy DTT	8.6	NA	NA
3106	yes	Rabbit (New Zealand)	Heart	P14	Male	WINDU 26 lane 1	2 weeks post birth	35093812	31276252	89%	QIAgen RNeasy DTT	8.6	NA	NA
3107	yes	Rabbit (New Zealand)	Kidney	P14	Male	WINDU 28 lane 1	2 weeks post birth	35766721	30755195	86%	QIAgen RNeasy DTT	8	NA	NA
3108	yes	Rabbit (New Zealand)	Liver	P14	Male	WINDU 35 lane 4	2 weeks post birth	21552310	19077323	89%	QIAgen RNeasy DTT	8.1	NA	NA
3109	yes	Rabbit (New Zealand)	Testis	P14	Male	WINDU 4 lane 3	2 weeks post birth	37016860	33035384	89%	QIAgen RNeasy DTT	9	NA	NA
3114	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P14	Female	WINDU 7 lane 7	2 weeks post birth	37905761	34560718	91%	QIAgen RNeasy DTT	8.9	NA	NA
3115	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P14	Female	WINDU 7 lane 7	2 weeks post birth	35160998	31539912	90%	QIAgen RNeasy DTT	7.6	NA	NA
3116	yes	Rabbit (New Zealand)	Heart	P14	Female	WINDU 26 lane 1	2 weeks post birth	30951370	27759971	90%	QIAgen RNeasy DTT	8.4	NA	NA
3117	yes	Rabbit (New Zealand)	Kidney	P14	Female	WINDU 26 lane 1	2 weeks post birth	51059174	42083977	82%	QIAgen RNeasy DTT	8.4	NA	NA
3118	yes	Rabbit (New Zealand)	Liver	P14	Female	WINDU 35 lane 4	2 weeks post birth	26208640	22942464	88%	QIAgen RNeasy DTT	8.2	NA	NA
3119	yes	Rabbit (New Zealand)	Ovary	P14	Female	VADER 184 lane 8/VADER 158 lane 6	2 weeks post birth	42946527	37332785	87%	QIAgen RNeasy DTT	9.2	NA	NA
3120	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P14	Male	WINDU 23 lane 5	2 weeks post birth	36714843	31513429	86%	QIAgen RNeasy DTT	8.9	NA	NA
3121	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P14	Male	WINDU 23 lane 5	2 weeks post birth	30246678	25505705	84%	QIAgen RNeasy DTT	7.6	NA	NA
3122	yes	Rabbit (New Zealand)	Heart	P14	Male	OBIWAN 131 lane 4	2 weeks post birth	35281452	30237398	86%	QIAgen RNeasy DTT	9.6	NA	NA
3123	yes	Rabbit (New Zealand)	Kidney	P14	Male	OBIWAN 131 lane 4	2 weeks post birth	23289192	19499917	84%	QIAgen RNeasy DTT	7.2	NA	NA
3124	yes	Rabbit (New Zealand)	Liver	P14	Male	WINDU 23 lane 5	2 weeks post birth	43943418	38509657	88%	QIAgen RNeasy DTT	7.9	NA	NA
3125	yes	Rabbit (New Zealand)	Testis	P14	Male	WINDU 23 lane 5	2 weeks post birth	29257826	24519868	84%	QIAgen RNeasy DTT	9.3	NA	NA
3138	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P14	Female	WINDU 25 lane 7	2 weeks post birth	28044272	24153784	86%	QIAgen RNeasy DTT	8.5	NA	NA
3139	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	P14	Female	WINDU 25 lane 7	2 weeks post birth	32814348	26401125	80%	QIAgen RNeasy DTT	5	NA	NA
3140	yes	Rabbit (New Zealand)	Kidney	P14	Female	OBIWAN 131 lane 4	2 weeks post birth	22700191	19182714	85%	QIAgen RNeasy DTT	8.5	NA	NA
3228	yes	Rabbit (New Zealand)	Heart	P14	Female	WINDU 28 lane 8	2 weeks post birth	25062978	21533521	86%	QIAgen RNeasy DTT	8	NA	NA
3011	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	P186-P548	Female	WINDU 7 lane 5	6 months post birth	30110598	26867326	89%	QIAgen RNeasy QIAzol	7.3	NA	NA
